"ZIP
code [1]",Size of adjusted gross income,Number of returns,Number of single returns,Number of joint returns,Number of head of household returns,Number of individuals,Number of dependents,Elderly returns,Adjusted gross income (AGI) [6],"Business or profession - Number of returns
net income (less loss)",Farm returns,Unemployment compensation [8],Taxable Social Security benefits,Partnership/S-corp net income (less loss),Self-employment tax
98675,"$100,000 under $200,000",480,40,440,** ,1640,720,120,62746,80,30,30,90,60,60
98675,"$200,000 or more",100,** ,100,** ,370,170,30,51530,20,** ,** ,20,50,20
,,,,,,,,,,,,,,,
98682,,30490,14010,12170,3860,61470,20440,5800,1946447,4450,70,1270,3510,1300,3430
98682,"$1 under $25,000",8320,6210,920,1090,10530,2810,1430,110959,1260,** ,200,380,140,1040
98682,"$25,000 under $50,000",8110,4470,1840,1600,15090,5220,1260,296375,1020,40,340,920,210,800
98682,"$50,000 under $75,000",5160,1970,2370,720,11620,4110,1070,318236,700,** ,240,790,180,530
98682,"$75,000 under $100,000",3520,770,2460,260,9080,3100,820,304919,570,** ,200,600,180,410
98682,"$100,000 under $200,000",4580,510,3880,190,12920,4470,990,604547,730,30,260,670,340,510
98682,"$200,000 or more",800,80,700,** ,2230,730,230,311411,170,** ,30,150,250,140
,,,,,,,,,,,,,,,
98683,,16090,7870,6310,1680,29980,8390,5000,1397747,2190,0,500,3350,960,1660
98683,"$1 under $25,000",4020,3070,460,440,4830,1070,1010,52585,550,0,80,320,70,440
98683,"$25,000 under $50,000",3690,2220,800,600,6340,1910,860,134997,420,0,130,690,100,330
98683,"$50,000 under $75,000",2640,1250,990,330,5160,1530,860,162719,320,0,100,670,100,220
98683,"$75,000 under $100,000",1870,630,1060,160,4100,1170,700,163002,280,0,70,530,100,200
98683,"$100,000 under $200,000",2950,570,2240,130,7260,2080,1140,401719,440,0,100,850,270,320
98683,"$200,000 or more",920,130,760,20,2290,630,430,482725,180,0,20,290,320,150
,,,,,,,,,,,,,,,
98684,,14870,7370,5530,1750,28500,8810,3500,937975,2060,0,520,2160,680,1590
98684,"$1 under $25,000",4140,3060,510,530,5330,1350,880,54900,600,0,90,240,60,490
98684,"$25,000 under $50,000",3980,2340,880,680,7220,2400,740,144079,480,0,160,540,110,370
98684,"$50,000 under $75,000",2490,1090,1040,310,5280,1750,610,153697,320,0,100,480,100,240
98684,"$75,000 under $100,000",1710,470,1070,140,4080,1300,470,147580,250,0,80,360,90,180
98684,"$100,000 under $200,000",2100,350,1660,90,5410,1650,640,279615,320,0,90,430,200,240
98684,"$200,000 or more",450,60,370,** ,1180,360,160,158104,90,0,** ,110,120,70
,,,,,,,,,,,,,,,
98685,,13860,5800,6740,1110,28040,8320,4220,1467136,2130,30,460,2750,1080,1630
98685,"$1 under $25,000",3340,2630,380,270,3540,660,780,41413,440,** ,60,240,60,330
98685,"$25,000 under $50,000",2510,1510,580,360,4150,1110,670,91714,320,0,100,540,90,240
98685,"$50,000 under $75,000",1870,800,810,220,3820,1130,690,116228,260,** ,90,530,90,200
98685,"$75,000 under $100,000",1570,410,1030,110,3740,1130,590,137214,260,** ,80,460,90,190
98685,"$100,000 under $200,000",3290,350,2800,120,9100,3010,1100,457225,560,30,130,760,350,410
98685,"$200,000 or more",1280,100,1140,30,3690,1280,390,623342,290,** ,** ,220,400,260
,,,,,,,,,,,,,,,
98686,,9970,4480,4520,850,19320,5370,2930,855037,1500,20,300,1930,710,1160
98686,"$1 under $25,000",2410,1900,270,220,2730,560,550,30607,340,** ,40,170,50,280
98686,"$25,000 under $50,000",1980,1200,450,300,3300,890,460,72787,230,** ,70,370,60,170
98686,"$50,000 under $75,000",1520,690,640,150,2960,810,500,94550,230,20,50,390,100,170
98686,"$75,000 under $100,000",1160,330,720,100,2680,790,400,100710,170,** ,50,310,70,130
98686,"$100,000 under $200,000",2200,290,1820,80,5720,1700,760,303929,380,** ,90,540,220,280
98686,"$200,000 or more",700,70,620,** ,1930,620,260,252454,150,** ,** ,150,210,130
,,,,,,,,,,,,,,,
98801,,19730,9100,7550,2840,38910,12880,5270,1342857,2140,130,1060,3280,1190,1810
98801,"$1 under $25,000",6240,4570,640,960,7940,2230,1350,82105,530,** ,230,340,80,450
98801,"$25,000 under $50,000",5340,2680,1210,1350,10470,3960,1110,189635,400,30,340,840,120,330
98801,"$50,000 under $75,000",2870,1040,1480,310,6640,2300,860,176552,310,30,240,670,120,240
98801,"$75,000 under $100,000",1810,410,1260,130,4450,1390,640,156754,270,** ,130,510,150,210
98801,"$100,000 under $200,000",2590,310,2180,90,6900,2130,970,350059,460,50,120,710,380,380
98801,"$200,000 or more",880,90,780,** ,2510,870,340,387752,170,20,** ,210,340,200
,,,,,,,,,,,,,,,
98802,,14700,6330,6240,1980,29670,9670,4030,952258,1600,130,850,2650,920,1320
98802,"$1 under $25,000",4320,3140,520,620,5440,1490,940,56805,320,30,180,250,80,270
98802,"$25,000 under $50,000",3810,1850,970,930,7430,2670,840,136582,290,** ,240,680,110,240
98802,"$50,000 under $75,000",2370,800,1270,260,5540,1910,760,146326,310,20,200,610,130,240
98802,"$75,000 under $100,000",1570,280,1190,100,4080,1320,550,136668,220,20,110,450,110,180
98802,"$100,000 under $200,000",2160,210,1880,70,5930,1890,740,285486,360,60,120,530,280,300
98802,"$200,000 or more",470,50,410,** ,1250,390,200,190391,100,** ,** ,130,210,90
,,,,,,,,,,,,,,,
98812,,2180,740,820,560,5340,2480,420,100061,170,50,200,210,80,140
98812,"$1 under $25,000",790,440,110,220,1370,580,140,11761,50,30,50,30,** ,40
98812,"$25,000 under $50,000",750,210,220,310,2050,1090,100,26244,40,** ,80,60,40,30
98812,"$50,000 under $75,000",330,70,240,30,1080,520,70,19944,30,** ,50,50,** ,40
98812,"$75,000 under $100,000",150,** ,120,** ,440,180,50,12506,20,20,20,30,** ,** 
98812,"$100,000 under $200,000",120,20,100,** ,310,90,60,15862,30,** ,** ,40,20,30
98812,"$200,000 or more",40,** ,30,0,90,20,** ,13744,** ,** ,** ,** ,20,** 
,,,,,,,,,,,,,,,
98813,,1510,360,350,790,4190,2370,180,47253,40,0,80,90,0,40
98813,"$1 under $25,000",850,240,50,550,2080,1230,70,13408,** ,0,30,** ,0,40
98813,"$25,000 under $50,000",440,90,120,240,1330,770,50,14638,40,0,30,60,0,** 
98813,"$50,000 under $75,000",130,30,100,** ,500,260,40,8195,** ,0,20,** ,0,** 
98813,"$75,000 under $100,000",50,** ,40,** ,170,70,** ,4540,** ,0,** ,30,0,** 
98813,"$100,000 under $200,000",40,** ,40,** ,110,40,20,6472,** ,0,** ,** ,0,** 
98813,"$200,000 or more",** ,** ,** ,** ,** ,** ,** ,** ,** ,0,** ,** ,0,** 
,,,,,,,,,,,,,,,
98814,,220,90,130,0,430,80,110,14639,50,20,0,80,0,40
98814,"$1 under $25,000",60,40,** ,0,80,** ,40,783,20,20,0,** ,0,** 
98814,"$25,000 under $50,000",70,50,50,0,130,40,40,2612,30,** ,0,50,0,40
98814,"$50,000 under $75,000",30,** ,40,0,70,20,** ,2096,** ,** ,0,** ,0,** 
98814,"$75,000 under $100,000",20,** ,** ,0,40,** ,30,1754,** ,** ,0,30,0,** 
98814,"$100,000 under $200,000",40,** ,40,0,110,20,** ,7394,** ,** ,0,** ,0,** 
98814,"$200,000 or more",** ,** ,** ,0,** ,** ,** ,** ,** ,** ,0,** ,0,** 
,,,,,,,,,,,,,,,
98815,,3370,1430,1500,410,6940,2330,860,206324,420,70,200,520,240,330
98815,"$1 under $25,000",1070,770,150,140,1320,340,240,14049,110,** ,40,60,30,90
98815,"$25,000 under $50,000",850,410,230,190,1660,590,200,30497,60,** ,70,140,30,50
98815,"$50,000 under $75,000",550,160,340,50,1380,490,150,34129,80,40,40,120,30,60
98815,"$75,000 under $100,000",340,50,270,30,890,280,110,29419,60,** ,30,80,30,40
98815,"$100,000 under $200,000",450,40,400,** ,1340,490,130,60239,90,30,20,90,70,70
98815,"$200,000 or more",110,** ,110,** ,350,140,30,37991,20,** ,** ,30,50,20
,,,,,,,,,,,,,,,
98816,,3790,1580,1680,480,7450,2260,1350,294040,600,60,170,850,410,510
98816,"$1 under $25,000",1160,820,160,170,1410,360,300,14196,150,20,40,70,40,120
98816,"$25,000 under $50,000",950,440,250,240,1940,740,240,34142,100,** ,50,160,40,90
98816,"$50,000 under $75,000",540,150,330,50,1350,480,210,32837,90,** ,50,160,50,80
98816,"$75,000 under $100,000",330,70,240,20,820,250,150,28560,70,** ,** ,120,50,50
98816,"$100,000 under $200,000",570,80,480,** ,1370,330,300,77287,130,40,30,240,120,120
98816,"$200,000 or more",240,20,220,** ,560,100,150,107018,60,** ,** ,100,110,50
,,,,,,,,,,,,,,,
98822,,1020,410,470,140,2090,640,310,59712,130,0,80,200,40,90
98822,"$1 under $25,000",300,200,60,40,400,90,80,3935,30,0,** ,30,20,** 
98822,"$25,000 under $50,000",290,120,90,100,630,250,80,10251,30,0,50,60,** ,40
98822,"$50,000 under $75,000",150,50,90,** ,360,120,50,9321,40,0,** ,40,** ,30
98822,"$75,000 under $100,000",120,40,90,** ,280,60,40,10621,** ,0,30,30,** ,** 
98822,"$100,000 under $200,000",140,** ,140,** ,370,120,60,18436,30,0,** ,40,20,20
98822,"$200,000 or more",20,** ,** ,** ,50,** ,** ,7148,** ,0,0,** ,** ,** 
,,,,,,,,,,,,,,,
98823,,5180,2080,2260,800,11260,4140,1260,312362,540,120,370,770,250,430
98823,"$1 under $25,000",1550,1080,190,270,2120,680,310,20114,120,** ,80,60,** ,100
98823,"$25,000 under $50,000",1350,570,390,370,2960,1230,260,48722,100,40,100,220,40,80
98823,"$50,000 under $75,000",850,280,460,100,2100,800,230,52476,100,30,70,180,40,80
98823,"$75,000 under $100,000",550,90,420,60,1520,550,160,48145,80,** ,60,120,40,60
98823,"$100,000 under $200,000",740,60,670,** ,2140,730,250,98821,120,50,60,160,70,90
98823,"$200,000 or more",140,** ,130,** ,420,150,50,44084,20,** ,** ,30,60,20
,,,,,,,,,,,,,,,
98826,,3760,1820,1640,230,6700,1540,1350,314647,710,40,160,860,400,570
98826,"$1 under $25,000",1110,870,140,80,1250,220,300,13981,160,** ,30,80,40,130
98826,"$25,000 under $50,000",870,540,210,100,1410,340,240,31363,140,** ,60,180,50,110
98826,"$50,000 under $75,000",540,200,290,30,1090,260,220,32976,110,** ,50,170,50,80
98826,"$75,000 under $100,000",390,100,280,20,890,210,180,34045,80,** ,** ,140,40,70
98826,"$100,000 under $200,000",590,90,490,** ,1420,350,280,78578,150,40,20,210,110,110
98826,"$200,000 or more",260,20,230,** ,640,160,130,123704,70,** ,** ,80,110,70
,,,,,,,,,,,,,,,
98827,,120,60,60,0,270,90,50,5516,0,0,0,30,0,0
98827,"$1 under $25,000",50,60,** ,0,70,** ,20,663,0,0,0,** ,0,0
98827,"$25,000 under $50,000",50,** ,60,0,140,90,30,2311,0,0,0,30,0,0
98827,"$50,000 under $75,000",** ,** ,** ,0,** ,** ,** ,** ,0,0,0,** ,0,0
98827,"$75,000 under $100,000",20,** ,** ,0,60,** ,** ,2542,0,0,0,** ,0,0
98827,"$100,000 under $200,000",** ,** ,** ,0,** ,** ,** ,** ,0,0,0,** ,0,0
98827,"$200,000 or more",** ,** ,** ,0,** ,** ,** ,** ,0,0,0,** ,0,0
,,,,,,,,,,,,,,,
98828,,1110,450,530,130,2280,720,330,66994,120,40,80,210,70,100
98828,"$1 under $25,000",330,220,50,50,440,120,80,4418,20,** ,** ,20,** ,** 
98828,"$25,000 under $50,000",280,120,100,80,600,220,60,10064,30,40,50,50,** ,50
98828,"$50,000 under $75,000",200,70,120,** ,450,130,70,12405,40,** ,30,60,40,30
98828,"$75,000 under $100,000",110,20,90,** ,290,100,50,9588,** ,** ,** ,30,** ,** 
98828,"$100,000 under $200,000",160,20,140,** ,410,120,70,20579,30,** ,** ,50,30,20
98828,"$200,000 or more",30,** ,30,** ,90,30,** ,9940,** ,** ,** ,** ,** ,** 
,,,,,,,,,,,,,,,
98830,,210,70,110,0,400,120,80,11837,0,30,0,60,0,30
98830,"$1 under $25,000",60,30,** ,0,100,30,20,743,0,** ,0,** ,0,** 
98830,"$25,000 under $50,000",60,40,60,0,110,40,30,1967,0,30,0,30,0,30
98830,"$50,000 under $75,000",30,** ,** ,0,50,20,** ,1531,0,** ,0,** ,0,** 
98830,"$75,000 under $100,000",20,** ,20,0,50,** ,30,1932,0,** ,0,30,0,** 
98830,"$100,000 under $200,000",40,** ,30,0,90,30,** ,5664,0,** ,0,** ,0,** 
98830,"$200,000 or more",** ,** ,** ,0,** ,** ,** ,** ,0,** ,0,** ,0,** 
,,,,,,,,,,,,,,,
98831,,1730,690,760,270,3580,1220,610,120880,230,70,70,380,150,220
98831,"$1 under $25,000",560,370,80,110,780,260,130,7520,50,** ,20,30,30,50
98831,"$25,000 under $50,000",470,190,150,130,1080,470,120,16790,50,40,20,70,** ,60
98831,"$50,000 under $75,000",230,60,150,30,600,220,100,14369,30,** ,30,70,40,30
98831,"$75,000 under $100,000",140,30,110,** ,340,90,70,12320,30,** ,** ,60,** ,20
98831,"$100,000 under $200,000",230,40,190,** ,570,140,140,31632,40,30,** ,110,40,40
98831,"$200,000 or more",100,** ,80,0,210,40,50,38249,30,** ,** ,40,40,20
,,,,,,,,,,,,,,,
98834,,90,50,40,0,190,40,50,5196,20,0,0,30,0,0
98834,"$1 under $25,000",30,20,** ,0,50,** ,30,441,20,0,0,** ,0,0
98834,"$25,000 under $50,000",20,30,** ,0,40,** ,** ,902,** ,0,0,30,0,0
98834,"$50,000 under $75,000",20,** ,40,0,50,40,20,1368,** ,0,0,** ,0,0
98834,"$75,000 under $100,000",20,** ,** ,0,50,** ,** ,2485,** ,0,0,** ,0,0
98834,"$100,000 under $200,000",** ,** ,** ,0,** ,** ,** ,** ,** ,0,0,** ,0,0
98834,"$200,000 or more",** ,** ,** ,0,** ,** ,** ,** ,** ,0,0,** ,0,0
,,,,,,,,,,,,,,,
98837,,19290,8290,7420,3380,40980,15390,4150,1152100,2080,270,1220,2550,910,1680
98837,"$1 under $25,000",6160,4190,730,1190,8800,2980,1110,80893,540,30,270,280,100,460
98837,"$25,000 under $50,000",5270,2410,1270,1500,11190,4670,900,191545,380,40,440,680,80,280
98837,"$50,000 under $75,000",3100,1060,1530,470,7550,2930,750,189730,340,50,220,580,120,250
98837,"$75,000 under $100,000",1810,330,1330,140,4960,1830,480,156423,260,40,130,380,100,190
98837,"$100,000 under $200,000",2420,240,2100,80,6960,2450,700,320282,430,80,160,510,280,350
98837,"$200,000 or more",530,60,460,** ,1520,530,210,213227,130,30,** ,120,230,150
,,,,,,,,,,,,,,,
98840,,1880,820,750,310,3730,1200,570,98634,210,80,90,350,90,190
98840,"$1 under $25,000",690,460,100,130,990,280,170,8917,80,30,20,40,30,70
98840,"$25,000 under $50,000",520,220,160,130,1050,380,130,18709,40,** ,40,110,** ,40
98840,"$50,000 under $75,000",280,90,160,50,650,210,120,17093,30,20,30,90,20,40
98840,"$75,000 under $100,000",180,30,140,** ,470,150,60,15762,20,** ,** ,50,** ,** 
98840,"$100,000 under $200,000",180,20,160,** ,480,150,90,23948,40,30,** ,60,40,40
98840,"$200,000 or more",30,** ,30,0,90,30,** ,14205,** ,** ,0,** ,** ,** 
,,,,,,,,,,,,,,,
98841,,3940,1720,1350,790,7880,2740,1110,182869,410,80,250,640,120,330
98841,"$1 under $25,000",1540,960,220,340,2410,800,390,20582,130,** ,80,90,30,110
98841,"$25,000 under $50,000",1180,500,310,330,2430,950,290,41702,80,50,90,220,** ,60
98841,"$50,000 under $75,000",560,170,290,90,1350,490,180,34355,70,** ,40,140,30,50
98841,"$75,000 under $100,000",280,50,200,30,700,210,110,24465,50,** ,40,80,** ,40
98841,"$100,000 under $200,000",310,40,270,** ,830,260,110,40675,80,30,** ,80,30,70
98841,"$200,000 or more",70,** ,60,0,160,30,30,21090,** ,** ,** ,30,30,** 
,,,,,,,,,,,,,,,
98843,,830,310,370,140,1800,670,220,55693,50,30,30,150,60,40
98843,"$1 under $25,000",280,180,50,50,400,130,40,3851,30,** ,** ,** ,20,** 
98843,"$25,000 under $50,000",240,80,70,90,600,290,60,8464,** ,** ,30,60,** ,** 
98843,"$50,000 under $75,000",100,30,80,** ,310,140,** ,6241,** ,30,** ,** ,** ,** 
98843,"$75,000 under $100,000",60,** ,40,** ,130,30,30,4782,** ,** ,** ,30,** ,** 
98843,"$100,000 under $200,000",120,20,100,** ,280,80,90,16394,20,** ,** ,60,40,40
98843,"$200,000 or more",30,** ,30,0,80,** ,** ,15961,** ,** ,0,** ,** ,** 
,,,,,,,,,,,,,,,
98844,,1760,740,750,240,3510,1040,610,87795,250,90,140,330,90,210
98844,"$1 under $25,000",680,410,150,120,1090,310,230,8610,90,40,40,40,40,70
98844,"$25,000 under $50,000",520,210,200,90,1110,390,150,18613,50,** ,50,130,** ,50
98844,"$50,000 under $75,000",220,60,140,30,490,140,80,13085,30,30,30,60,20,30
98844,"$75,000 under $100,000",140,30,100,** ,330,80,70,12382,30,** ,20,50,** ,20
98844,"$100,000 under $200,000",160,30,130,** ,400,120,60,20585,50,20,** ,50,30,40
98844,"$200,000 or more",40,** ,30,0,90,** ,20,14520,** ,** ,0,** ,** ,** 
,,,,,,,,,,,,,,,
98846,,620,280,240,100,1290,460,170,31841,70,0,50,100,0,40
98846,"$1 under $25,000",250,160,30,50,350,110,50,3057,40,0,30,** ,0,** 
98846,"$25,000 under $50,000",140,70,40,50,300,120,40,5125,** ,0,** ,40,0,** 
98846,"$50,000 under $75,000",90,50,60,** ,260,110,30,5799,** ,0,20,40,0,40
98846,"$75,000 under $100,000",50,** ,40,** ,140,40,20,4423,30,0,** ,** ,0,** 
98846,"$100,000 under $200,000",90,** ,70,** ,240,80,30,13437,** ,0,** ,20,0,** 
98846,"$200,000 or more",** ,** ,** ,** ,** ,** ,** ,** ,** ,0,** ,** ,0,** 
,,,,,,,,,,,,,,,
98847,,930,450,350,120,1800,600,210,50729,120,20,70,120,50,100
98847,"$1 under $25,000",330,240,40,50,410,110,60,4271,30,20,** ,** ,20,20
98847,"$25,000 under $50,000",270,140,60,70,530,210,50,9448,30,** ,40,50,** ,30
98847,"$50,000 under $75,000",130,40,80,** ,330,120,30,8281,30,** ,30,40,** ,30
98847,"$75,000 under $100,000",80,30,60,0,220,90,20,6618,** ,** ,** ,** ,** ,** 
98847,"$100,000 under $200,000",100,** ,110,** ,260,70,50,13735,30,** ,** ,30,30,20
98847,"$200,000 or more",20,** ,** ,0,50,** ,** ,8376,** ,** ,** ,** ,** ,** 
,,,,,,,,,,,,,,,
98848,,5920,2300,2150,1420,13780,6100,1110,326017,500,130,540,630,320,400
98848,"$1 under $25,000",2150,1300,260,580,3590,1530,280,31130,110,40,120,70,30,80
98848,"$25,000 under $50,000",1780,620,480,660,4480,2240,260,63177,120,** ,190,170,50,100
98848,"$50,000 under $75,000",880,200,540,130,2630,1210,200,54041,90,30,120,140,20,60
98848,"$75,000 under $100,000",480,80,370,30,1440,600,120,41317,60,** ,70,80,40,50
98848,"$100,000 under $200,000",510,70,410,20,1370,450,190,66684,90,40,40,140,100,70
98848,"$200,000 or more",120,30,90,** ,270,70,60,69668,30,20,** ,30,80,40
,,,,,,,,,,,,,,,
98849,,490,230,210,60,890,220,200,22341,50,30,40,130,0,40
98849,"$1 under $25,000",180,110,40,30,270,70,60,2442,30,** ,** ,** ,0,** 
98849,"$25,000 under $50,000",160,80,60,30,300,80,60,5773,** ,** ,40,60,0,40
98849,"$50,000 under $75,000",70,40,50,** ,150,40,40,4248,20,30,** ,50,0,** 
98849,"$75,000 under $100,000",40,** ,30,** ,80,30,20,3167,** ,** ,** ,** ,0,** 
98849,"$100,000 under $200,000",40,** ,30,** ,90,** ,20,6711,** ,** ,** ,20,0,** 
98849,"$200,000 or more",** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,0,** 
,,,,,,,,,,,,,,,
98850,,870,390,320,180,1880,750,150,39887,50,20,70,80,40,60
98850,"$1 under $25,000",340,230,40,80,490,170,60,4269,** ,20,** ,** ,20,30
98850,"$25,000 under $50,000",250,90,80,80,580,250,60,8984,30,** ,40,60,** ,** 
98850,"$50,000 under $75,000",150,40,90,20,430,190,** ,8966,20,** ,30,** ,** ,30
98850,"$75,000 under $100,000",70,30,60,** ,220,90,30,6325,** ,** ,** ,20,20,** 
98850,"$100,000 under $200,000",60,** ,50,** ,160,50,** ,11343,** ,** ,** ,** ,** ,** 
98850,"$200,000 or more",** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** 
,,,,,,,,,,,,,,,
98851,,1650,690,700,230,3400,1140,540,79217,190,30,110,350,60,150
98851,"$1 under $25,000",630,370,130,120,990,300,190,8296,80,** ,40,40,20,70
98851,"$25,000 under $50,000",430,180,170,70,940,340,140,15637,40,30,40,120,** ,30
98851,"$50,000 under $75,000",260,80,140,40,650,250,80,15761,30,** ,** ,80,20,20
98851,"$75,000 under $100,000",150,30,110,** ,390,140,60,12493,20,** ,30,50,** ,30
98851,"$100,000 under $200,000",160,30,150,** ,390,110,70,20500,20,** ,** ,60,20,** 
98851,"$200,000 or more",20,** ,** ,0,40,** ,** ,6530,** ,** ,0,** ,** ,** 
,,,,,,,,,,,,,,,
98855,,2420,940,1120,330,5060,1640,850,109031,390,160,200,510,110,350
98855,"$1 under $25,000",960,540,250,160,1600,480,330,12314,140,40,50,90,20,130
98855,"$25,000 under $50,000",690,260,280,130,1540,580,190,24935,110,40,80,150,20,100
98855,"$50,000 under $75,000",330,80,220,40,820,270,130,20192,50,20,50,110,40,50
98855,"$75,000 under $100,000",200,30,160,** ,500,150,90,16852,40,30,** ,70,** ,30
98855,"$100,000 under $200,000",210,30,180,** ,530,160,110,26869,50,30,20,90,30,40
98855,"$200,000 or more",30,** ,30,0,70,** ,** ,7869,** ,** ,** ,** ,** ,** 
,,,,,,,,,,,,,,,
98856,,1250,580,520,120,2310,600,470,74822,290,50,100,280,100,250
98856,"$1 under $25,000",400,270,70,50,540,120,130,5265,70,30,20,30,** ,60
98856,"$25,000 under $50,000",340,180,100,50,620,180,120,12333,80,** ,30,80,30,70
98856,"$50,000 under $75,000",210,70,120,20,460,130,80,13066,60,** ,30,60,30,40
98856,"$75,000 under $100,000",120,30,90,** ,290,80,60,10540,30,20,20,50,** ,30
98856,"$100,000 under $200,000",140,30,110,** ,330,90,60,18438,50,** ,** ,60,40,50
98856,"$200,000 or more",40,** ,30,0,70,** ,20,15180,** ,** ,0,** ,** ,** 
,,,,,,,,,,,,,,,
98857,,1680,670,620,330,3870,1660,260,91712,140,70,160,150,80,110
98857,"$1 under $25,000",490,320,60,110,770,320,60,6642,50,** ,30,** ,0,50
98857,"$25,000 under $50,000",500,200,130,170,1240,610,50,18661,30,** ,50,50,** ,** 
98857,"$50,000 under $75,000",270,50,180,50,840,390,50,16695,30,40,40,40,30,40
98857,"$75,000 under $100,000",270,100,110,** ,540,150,50,23928,30,** ,40,30,** ,** 
98857,"$100,000 under $200,000",120,** ,110,** ,380,150,50,15961,** ,30,** ,30,50,20
98857,"$200,000 or more",30,** ,30,** ,100,40,** ,9825,** ,** ,0,** ,** ,** 
,,,,,,,,,,,,,,,
98858,,720,290,340,70,1490,480,240,41046,80,20,40,150,80,60
98858,"$1 under $25,000",220,160,30,30,280,70,60,2801,30,** ,20,** ,** ,** 
98858,"$25,000 under $50,000",170,80,60,40,330,100,50,6205,** ,20,** ,50,** ,** 
98858,"$50,000 under $75,000",130,30,80,** ,330,130,50,7701,30,** ,20,40,40,40
98858,"$75,000 under $100,000",80,20,60,** ,210,70,30,6822,** ,** ,** ,20,** ,** 
98858,"$100,000 under $200,000",120,** ,110,** ,340,110,50,17517,20,** ,** ,40,40,20
98858,"$200,000 or more",** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** ,** 
,,,,,,,,,,,,,,,
98862,,1410,650,670,80,2530,520,610,121695,390,30,90,380,210,330
98862,"$1 under $25,000",350,260,60,20,400,50,120,4497,70,** ,** ,30,** ,60
98862,"$25,000 under $50,000",320,210,80,30,500,100,100,11484,80,30,70,70,40,70
98862,"$50,000 under $75,000",210,80,110,30,420,100,100,13065,60,** ,** ,80,30,50
98862,"$75,000 under $100,000",150,40,110,** ,310,50,90,13404,40,** ,20,70,20,30
98862,"$100,000 under $200,000",260,60,210,** ,620,150,130,35066,90,** ,** ,90,70,80
